f72619e2-6ab2-4b7f-a11c-440951ad3952,8be3d0bc-805c-4862-83ea-a32c117000ec,bff9c0d7-a811-4080-9bce-e659b9cefe92,2720c247-d42f-4ffc-bcd7-087e4feb3da0,,FIELD_WORK,2022-06-16 13:53:58.833569+00:00,2022-06-16 13:53:58.833599+00:00,1aad1f4a-848e-40b1-ac2e-d441a77f9995
7e14aaac-b678-4d99-b278-38d18d772204,838f7a21-f243-4c3d-8adb-ad5ab797aa94,ae9c805c-29ca-4cf7-91e5-f36b7d800156,2e28f364-2e86-45ee-8cb2-546373a93f05,,FIELD_WORK,2022-06-16 13:48:56.151866+00:00,2022-06-16 13:48:56.151887+00:00,1e58982b-bd71-49f9-ab07-1b831dda495f
597a6169-f608-49cc-90b9-f84b23ae766b,280a2ae5-8923-42e0-839f-3734be383c41,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,2e28f364-2e86-45ee-8cb2-546373a93f05,,FIELD_WORK,2022-06-16 13:34:48.341803+00:00,2022-06-16 13:34:48.341821+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
46482c00-c199-4a46-bf58-3ecb73fa0616,25a56e75-a8f4-49be-9765-f1d458c73453,bff9c0d7-a811-4080-9bce-e659b9cefe92,2720c247-d42f-4ffc-bcd7-087e4feb3da0,,FIELD_WORK,2022-06-16 13:17:27.447768+00:00,2022-06-16 13:17:27.447789+00:00,1aad1f4a-848e-40b1-ac2e-d441a77f9995
64ac55e5-ee28-4bbd-ad85-7d15b18bdff0,150b5157-d9dd-4139-96f7-0833d710420c,bff9c0d7-a811-4080-9bce-e659b9cefe92,2720c247-d42f-4ffc-bcd7-087e4feb3da0,,FIELD_WORK,2022-06-16 13:12:40.140298+00:00,2022-06-16 13:12:40.140317+00:00,1aad1f4a-848e-40b1-ac2e-d441a77f9995
53402dc2-1fee-4bf8-ac1a-fefab4183b25,443db6cb-af27-45e4-a807-5e499b4056d4,ae9c805c-29ca-4cf7-91e5-f36b7d800156,76fbb403-b839-41c5-a821-223193dd389e,,FIELD_WORK,2022-06-16 13:04:09.552030+00:00,2022-06-16 13:04:09.552060+00:00,1e58982b-bd71-49f9-ab07-1b831dda495f
a2088cfb-96eb-4617-96f3-a0258ef31ac6,21ac847d-83b0-4bb5-8575-b103bbf92595,ae9c805c-29ca-4cf7-91e5-f36b7d800156,2e28f364-2e86-45ee-8cb2-546373a93f05,,FIELD_WORK,2022-06-16 12:58:59.825236+00:00,2022-06-16 12:58:59.825267+00:00,1e58982b-bd71-49f9-ab07-1b831dda495f
c4f36b9d-e9d1-4190-aecb-94c1cf6c6b47,dcb68ffd-47ad-422e-aec0-32659ef22c92,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,a9dc2bff-d317-4151-8cae-a078f2220c6b,,STATE_PROCUREMENT,2022-06-16 12:33:08.476666+00:00,2022-06-16 12:33:08.476696+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
c4f36b9d-e9d1-4190-aecb-94c1cf6c6b47,11f68183-056b-4615-97ea-33b88c63065e,ae9c805c-29ca-4cf7-91e5-f36b7d800156,a9dc2bff-d317-4151-8cae-a078f2220c6b,,STATE_PROCUREMENT,2022-06-16 12:33:02.783799+00:00,2022-06-16 12:33:02.783819+00:00,1e58982b-bd71-49f9-ab07-1b831dda495f
ad46f44a-b329-4562-9e99-1507ffc02824,cbf6227b-136a-42d2-a4e4-c517235cabc4,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,13b205a7-1887-4b0e-b8e2-cbc158212248,,STATE_PROCUREMENT,2022-06-16 12:21:01.883887+00:00,2022-06-16 12:21:01.883910+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
fb9e3376-7191-4801-96a7-4ed32394a551,19b34700-e043-4c8f-ac6a-5ad8cf3303c7,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,2e28f364-2e86-45ee-8cb2-546373a93f05,,STATE_PROCUREMENT,2022-06-16 12:17:04.051819+00:00,2022-06-16 12:17:04.051841+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
6729914c-383e-4783-a1d7-b371c173adab,11d82ce0-3c98-4a99-85cf-cdb92b23bca6,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,ef3e979a-a027-4fac-a24a-4e670ca80127,,STATE_PROCUREMENT,2022-06-16 12:10:35.980941+00:00,2022-06-16 12:10:35.980987+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
b7e222e0-e582-4358-bc1c-858ee410290d,a682243d-49bc-44ca-b858-4eb0bb75d788,5ff9857d-fdc0-47ce-813c-c5ba8e200f11,76fbb403-b839-41c5-a821-223193dd389e,,STATE_PROCUREMENT,2022-06-16 12:07:57.706133+00:00,2022-06-16 12:07:57.706162+00:00,008fc247-bc46-4bba-8307-9f6aa45c22e3
